web-scraper-order,web-scraper-start-url,description,section,section-href,section_description,title
"1694811976-1","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 357C - Treatment of victims [1]","https://lawrato.com/indian-kanoon/crpc/section-357C","All hospitals, public or private, whether run by the Central Government, the State Government, local bodies or any other person, shall immediately, provide the first-aid or medical treatment, free of cost, to the victims of any offence covered under section 326A, 376, 376A, 376B, 376C, 376D or section 376E of the Indian Penal Code, and shall immediately inform the police of such incident.","INDIAN KANOON SECTION 357C CrPC - Code of Criminal Procedure - Treatment of victims [1]"
"1694811978-2","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 357B - Compensation to be in addition to fine under Section 326A or Section 376D of Indian Penal Code [1]","https://lawrato.com/indian-kanoon/crpc/section-357B","The compensation payable by the State Government under section 357A shall be in addition to the payment of fine to the victim under section 326A or section 376D of the Indian Penal Code.","INDIAN KANOON SECTION 357B CrPC - Code of Criminal Procedure - Compensation to be in addition to fine under Section 326A or Section 376D of Indian Penal Code [1]"
"1694811981-3","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 357A - Victim compensation scheme","https://lawrato.com/indian-kanoon/crpc/section-357A","","INDIAN KANOON SECTION 357A CrPC - Code of Criminal Procedure - Victim compensation scheme"
"1694811985-4","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 198B - Cognizance of offence [1]","https://lawrato.com/indian-kanoon/crpc/section-198B","No Court shall take cognizance of an offence punishable under section 376B of the Indian Penal Code where the persons are in a marital relationship, except upon prima facie satisfaction of the facts which constitute the offence upon a complaint having been filed or made by the wife against the husband.","INDIAN KANOON SECTION 198B CrPC - Code of Criminal Procedure - Cognizance of offence [1]"
"1694811986-5","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 484 - Repeal and savings","https://lawrato.com/indian-kanoon/crpc/section-484","","INDIAN KANOON SECTION 484 CrPC - Code of Criminal Procedure - Repeal and savings"
"1694811989-6","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 483 - Duty of High Court to exercise continuous superintendence over Courts of Judicial Magistrates","https://lawrato.com/indian-kanoon/crpc/section-483","Every High Court shall so exercise its superintendence over the Courts of Judicial Magistrates subordinate to it as to ensure that there is an expeditious and proper disposal of cases by such Magistrates.","INDIAN KANOON SECTION 483 CrPC - Code of Criminal Procedure - Duty of High Court to exercise continuous superintendence over Courts of Judicial Magistrates"
"1694811992-7","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 482 - Saving of inherent power of High Court","https://lawrato.com/indian-kanoon/crpc/section-482","Nothing in this Code shall be deemed to limit or affect the inherent powers of the High Court to make such orders as may be necessary to give effect to any order this Code, or to prevent abuse of the process of any Court or otherwise to secure the ends of justice.","INDIAN KANOON SECTION 482 CrPC - Code of Criminal Procedure - Saving of inherent power of High Court"
"1694811996-8","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 481 - Public servant concerned in sale not to purchase or bid for property","https://lawrato.com/indian-kanoon/crpc/section-481","A public servant having any duty to perform in connection with the sale of any property under this Code shall not purchase or bid for the properly.","INDIAN KANOON SECTION 481 CrPC - Code of Criminal Procedure - Public servant concerned in sale not to purchase or bid for property"
"1694811997-9","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 480 - Practising pleader not to sit as Magistrate in certain Courts","https://lawrato.com/indian-kanoon/crpc/section-480","No pleader who practises in the Court of any Magistrate shall sit as a Magistrate in that Court or in any Court within the local jurisdiction of that Court.","INDIAN KANOON SECTION 480 CrPC - Code of Criminal Procedure - Practising pleader not to sit as Magistrate in certain Courts"
"1694812000-10","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 479 - Cases in which Judge or Magistrate is personally interested","https://lawrato.com/indian-kanoon/crpc/section-479","No Judge or Magistrate shall, except with the permission of the Court to which an appeal lies from his Court, try or commit for trial any case to or in which he is a party, or personally interested, and no Judge or Magistrate shall hear an appeal from any judgement or order passed or made by himself.","INDIAN KANOON SECTION 479 CrPC - Code of Criminal Procedure - Cases in which Judge or Magistrate is personally interested"
"1694812003-11","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 478 - Power to alter functions allocated to Executive Magistrates in certain cases","https://lawrato.com/indian-kanoon/crpc/section-478","If the Legislative Assembly of a State by a resolution so permits, the State Government may, after consultation with High Court, by notification, direct that references in sections 108, 109, 110, 145 and 147 to an Executive Magistrate shall be construed as references to a Judicial Magistrate of the first class.","INDIAN KANOON SECTION 478 CrPC - Code of Criminal Procedure - Power to alter functions allocated to Executive Magistrates in certain cases"
"1694812007-12","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 477 - Power of High Court to make rules","https://lawrato.com/indian-kanoon/crpc/section-477","","INDIAN KANOON SECTION 477 CrPC - Code of Criminal Procedure - Power of High Court to make rules"
"1694812008-13","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 476 - Forms","https://lawrato.com/indian-kanoon/crpc/section-476","Subject to the power conferred by Article 227 of the Constitution, the forms set forth in the Second Schedule, with such variations as the circumstances of each case require, may be used for the respective purposes therein mentioned, and if used shall be sufficient.","INDIAN KANOON SECTION 476 CrPC - Code of Criminal Procedure - Forms"
"1694812011-14","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 475 - Delivery to commanding officers of persons liable to be tried by Court-martial","https://lawrato.com/indian-kanoon/crpc/section-475","","INDIAN KANOON SECTION 475 CrPC - Code of Criminal Procedure - Delivery to commanding officers of persons liable to be tried by Court-martial"
"1694812015-15","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 474 - Trials before High Court","https://lawrato.com/indian-kanoon/crpc/section-474","When an offence is tried by the High Court otherwise than under section 407, it shall, in the trial of the offence, observe the same procedure as a Court of Sessions would observe, if it were trying the case.","INDIAN KANOON SECTION 474 CrPC - Code of Criminal Procedure - Trials before High Court"
"1694812016-16","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 473 - Extension of period of limitation in certain cases","https://lawrato.com/indian-kanoon/crpc/section-473","Notwithstanding anything contained in the foregoing provisions of this Chapter, any Court may make cognizance of an offence after the expiry of the period of limitations, if it is satisfied on the facts and in the circumstances of the case that the delay has been properly explained or that it is necessary so to do in the interests of justice.","INDIAN KANOON SECTION 473 CrPC - Code of Criminal Procedure - Extension of period of limitation in certain cases"
"1694812019-17","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 472 - Continuing offence","https://lawrato.com/indian-kanoon/crpc/section-472","In the case of a continuing offence, a fresh period of limitation shall begin to run at every moment of the time during which the offence continues.","INDIAN KANOON SECTION 472 CrPC - Code of Criminal Procedure - Continuing offence"
"1694812022-18","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 471 - Exclusion of date on which Court is closed","https://lawrato.com/indian-kanoon/crpc/section-471","Where the period of limitation expires on a day when the Court is closed, the Court may take cognizance on the day on which the Court reopens.","INDIAN KANOON SECTION 471 CrPC - Code of Criminal Procedure - Exclusion of date on which Court is closed"
"1694812026-19","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 470 - Exclusion of time in certain cases","https://lawrato.com/indian-kanoon/crpc/section-470","","INDIAN KANOON SECTION 470 CrPC - Code of Criminal Procedure - Exclusion of time in certain cases"
"1694812027-20","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 469 - Commencement of the period of limitation","https://lawrato.com/indian-kanoon/crpc/section-469","","INDIAN KANOON SECTION 469 CrPC - Code of Criminal Procedure - Commencement of the period of limitation"
"1694812030-21","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 468 - Bar to taking cognizance after lapse of the period of limitation","https://lawrato.com/indian-kanoon/crpc/section-468","","INDIAN KANOON SECTION 468 CrPC - Code of Criminal Procedure - Bar to taking cognizance after lapse of the period of limitation"
"1694812033-22","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 467 - Definitions","https://lawrato.com/indian-kanoon/crpc/section-467","For the purposes of this Chapter, unless the context otherwise, requires, period of limitation means the period specified in section 468 for taking cognizance of an offence.","INDIAN KANOON SECTION 467 CrPC - Code of Criminal Procedure - Definitions"
"1694812037-23","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 466 - Defect or error not to make attachment unlawful","https://lawrato.com/indian-kanoon/crpc/section-466","No attachment made under this Code shall be deemed unlawful, nor shall any person making the same be deemed a trespasser, on account of any defect or want or form in the summons, conviction, writ of attachment or other proceedings relating thereto.

Provisions of this Chapter shall not apply to certain economics offences, see the Economic Offences (Inapplicability of Limitation Act, 1974 (12 of 1974), section 2 and Schedule.","INDIAN KANOON SECTION 466 CrPC - Code of Criminal Procedure - Defect or error not to make attachment unlawful"
"1694812038-24","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 465 - Finding or sentence when reversible by reason of error, omission or irregularity","https://lawrato.com/indian-kanoon/crpc/section-465","","INDIAN KANOON SECTION 465 CrPC - Code of Criminal Procedure - Finding or sentence when reversible by reason of error, omission or irregularity"
"1694812041-25","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 464 - Effect of omission to frame, or absence of, or error in, charge","https://lawrato.com/indian-kanoon/crpc/section-464","","INDIAN KANOON SECTION 464 CrPC - Code of Criminal Procedure - Effect of omission to frame, or absence of, or error in, charge"
"1694812044-26","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 463 - Non-compliance with provisions of section 164 or section 281","https://lawrato.com/indian-kanoon/crpc/section-463","","INDIAN KANOON SECTION 463 CrPC - Code of Criminal Procedure - Non-compliance with provisions of section 164 or section 281"
"1694812047-27","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 462 - Proceedings in wrong place","https://lawrato.com/indian-kanoon/crpc/section-462","No finding, sentence or order of any Criminal Court shall be set aside merely on the ground that the inquiry, trial or other proceedings in the course of which it was arrived at or passed, took place in a wrong sessions division, district, sub-division or other local area, unless it appears that such error has in fact occasioned a failure of justice.","INDIAN KANOON SECTION 462 CrPC - Code of Criminal Procedure - Proceedings in wrong place"
"1694812050-28","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 461 - Irregularities which vitiate proceedings","https://lawrato.com/indian-kanoon/crpc/section-461","If any Magistrate, not being empowered by law in this behalf, does any of the following things, namely;","INDIAN KANOON SECTION 461 CrPC - Code of Criminal Procedure - Irregularities which vitiate proceedings"
"1694812053-29","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 460 - Irregularities which do not vitiate proceedings","https://lawrato.com/indian-kanoon/crpc/section-460","If any Magistrate not empowered by law to do any of the following things, namely;","INDIAN KANOON SECTION 460 CrPC - Code of Criminal Procedure - Irregularities which do not vitiate proceedings"
"1694812057-30","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 459 - Power to sell perishable property","https://lawrato.com/indian-kanoon/crpc/section-459","If the person entitled to the possession of such property is unknown or absent and the property is subject to speedy and natural decay, or if the Magistrate to whom its seizure is reported is of opinion that its sale would be for the benefit of the owner, or that the value of such property is less than five hundred rupees, the Magistrate may at any time direct it to be sold; and the provisions of sections 457 and 458 shall, as nearly as may be practicable, apply to the net proceeds of such sale.","INDIAN KANOON SECTION 459 CrPC - Code of Criminal Procedure - Power to sell perishable property"
"1694812058-31","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 458 - Procedure when no claimant appears within six months","https://lawrato.com/indian-kanoon/crpc/section-458","","INDIAN KANOON SECTION 458 CrPC - Code of Criminal Procedure - Procedure when no claimant appears within six months"
"1694812061-32","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 457 - Procedure by police upon seizure of property","https://lawrato.com/indian-kanoon/crpc/section-457","","INDIAN KANOON SECTION 457 CrPC - Code of Criminal Procedure - Procedure by police upon seizure of property"
"1694812064-33","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 456 - Power to restore possession of immovable property","https://lawrato.com/indian-kanoon/crpc/section-456","","INDIAN KANOON SECTION 456 CrPC - Code of Criminal Procedure - Power to restore possession of immovable property"
"1694812067-34","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 455 - Destruction of libellous and other matter","https://lawrato.com/indian-kanoon/crpc/section-455","","INDIAN KANOON SECTION 455 CrPC - Code of Criminal Procedure - Destruction of libellous and other matter"
"1694812070-35","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 454 - Appeal against orders under section 452 or section 453","https://lawrato.com/indian-kanoon/crpc/section-454","","INDIAN KANOON SECTION 454 CrPC - Code of Criminal Procedure - Appeal against orders under section 452 or section 453"
"1694812073-36","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 453 - Payment to innocent purchaser of money found on accused","https://lawrato.com/indian-kanoon/crpc/section-453","When any person is convicted of any offence which includes, or amounts to, theft or receiving stolen property, and it is proved that any other person bought the stolen property from him without knowing or having reason to believe that the same was stolen, and that any money has on his arrest been taken out of the possession of the convicted person, the Court may, on me application of such purchaser and on the restitution of the stolen property to the person entitled to the possession thereof, order that out of such money a sum not exceeding the price paid by such purchaser be delivered to him.","INDIAN KANOON SECTION 453 CrPC - Code of Criminal Procedure - Payment to innocent purchaser of money found on accused"
"1694812076-37","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 452 - Order for disposal of property at conclusion of trial","https://lawrato.com/indian-kanoon/crpc/section-452","","INDIAN KANOON SECTION 452 CrPC - Code of Criminal Procedure - Order for disposal of property at conclusion of trial"
"1694812079-38","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 451 - Order for custody and disposal of property pending trial in certain cases","https://lawrato.com/indian-kanoon/crpc/section-451","When any property is produced before any Criminal Court during an inquiry or trial, the Court may make such order as it thinks fit for the proper custody of such property pending the conclusion of the inquiry or trial, and, if the property is subject to speedy and natural decay, or if it is otherwise expedient so to do, the Court may, after recording such evidence as it thinks necessary, order it to be sold or otherwise disposed of.","INDIAN KANOON SECTION 451 CrPC - Code of Criminal Procedure - Order for custody and disposal of property pending trial in certain cases"
"1694812082-39","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 450 - Power to direct levy of amount due on certain recognizances","https://lawrato.com/indian-kanoon/crpc/section-450","The High Court or Court of Session may direct any Magistrate to levy the amount due on a bond for appearance or attendance at such High Court or Court of Session.","INDIAN KANOON SECTION 450 CrPC - Code of Criminal Procedure - Power to direct levy of amount due on certain recognizances"
"1694812086-40","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 449 - Appeal from orders under section 446","https://lawrato.com/indian-kanoon/crpc/section-449","All orders passed under section 446 shall be appealable,","INDIAN KANOON SECTION 449 CrPC - Code of Criminal Procedure - Appeal from orders under section 446"
"1694812087-41","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 448 - Bond required from minor","https://lawrato.com/indian-kanoon/crpc/section-448","When the person required by any Court, or officer to execute a bond is a minor, such Court or officer may accept, in lieu thereof, a bond executed by a surety or sureties only.","INDIAN KANOON SECTION 448 CrPC - Code of Criminal Procedure - Bond required from minor"
"1694812090-42","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 447 - Procedure in case of insolvency or death of surety or when a bond is forfeited","https://lawrato.com/indian-kanoon/crpc/section-447","When any surety to a bond under this Code becomes insolvent or dies, or when any bond is forfeited under the provisions of section 446, the Court by whose order such bond was taken, or a Magistrate of the first class may order the person from whom such security was demanded to furnish fresh security in accordance with the directions of the original order, and if such security is not furnished, such Court or Magistrate may proceed as if there had been a default in complying with such original order.","INDIAN KANOON SECTION 447 CrPC - Code of Criminal Procedure - Procedure in case of insolvency or death of surety or when a bond is forfeited"
"1694812093-43","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 446A - Cancellation of bond and bail bond","https://lawrato.com/indian-kanoon/crpc/section-446A","Without prejudice to the provisions of section 446, where a bond under this Code is for appearance of a person in a case and it is forfeited for breach of a condition?","INDIAN KANOON SECTION 446A CrPC - Code of Criminal Procedure - Cancellation of bond and bail bond"
"1694812096-44","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 446 - Procedure when bond has been forfeited","https://lawrato.com/indian-kanoon/crpc/section-446","","INDIAN KANOON SECTION 446 CrPC - Code of Criminal Procedure - Procedure when bond has been forfeited"
"1694812099-45","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 445 - Deposit instead of recognizance","https://lawrato.com/indian-kanoon/crpc/section-445","When any person is required by any Court or officer to execute a bond with or without sureties, such Court or officer may, except in the case of a bond for good behaviour, permit him to deposit a sum of money or Government promissory notes to such amount as the Court of officer may if in lieu of executing such bond.","INDIAN KANOON SECTION 445 CrPC - Code of Criminal Procedure - Deposit instead of recognizance"
"1694812102-46","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 444 - Discharge of sureties","https://lawrato.com/indian-kanoon/crpc/section-444","","INDIAN KANOON SECTION 444 CrPC - Code of Criminal Procedure - Discharge of sureties"
"1694812106-47","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 443 - Power to order sufficient bail when that first taken is insufficient","https://lawrato.com/indian-kanoon/crpc/section-443","If, through mistake, fraud, or otherwise, insufficient sureties have been accepted, or if they afterwards become insufficient, the Court may issue a warrant of arrest directing that the person released on bail be brought before it and may order him to find sufficient sureties, and on his failing so to do, may commit him to jail.","INDIAN KANOON SECTION 443 CrPC - Code of Criminal Procedure - Power to order sufficient bail when that first taken is insufficient"
"1694812107-48","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 442 - Discharge from custody","https://lawrato.com/indian-kanoon/crpc/section-442","","INDIAN KANOON SECTION 442 CrPC - Code of Criminal Procedure - Discharge from custody"
"1694812110-49","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 441A - Declaration by sureties","https://lawrato.com/indian-kanoon/crpc/section-441A","Every person standing surety to an accused person for his release on bail, shall make a declaration before the Court as to the number of persons to whom he has stood surety including the accused, giving therein all the relevant particulars.","INDIAN KANOON SECTION 441A CrPC - Code of Criminal Procedure - Declaration by sureties"
"1694812113-50","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 441 - Bond of accused and sureties","https://lawrato.com/indian-kanoon/crpc/section-441","","INDIAN KANOON SECTION 441 CrPC - Code of Criminal Procedure - Bond of accused and sureties"
"1694812116-51","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 440 - Amount of bond and reduction thereof","https://lawrato.com/indian-kanoon/crpc/section-440","","INDIAN KANOON SECTION 440 CrPC - Code of Criminal Procedure - Amount of bond and reduction thereof"
"1694812119-52","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 439 - Special powers of High Court or Court of Session regarding bail","https://lawrato.com/indian-kanoon/crpc/section-439","","INDIAN KANOON SECTION 439 CrPC - Code of Criminal Procedure - Special powers of High Court or Court of Session regarding bail"
"1694812122-53","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 438 - Direction for grant of bail to person apprehending arrest","https://lawrato.com/indian-kanoon/crpc/section-438","","INDIAN KANOON SECTION 438 CrPC - Code of Criminal Procedure - Direction for grant of bail to person apprehending arrest"
"1694812126-54","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 437 - When bail may be taken in case of non-bailable offence","https://lawrato.com/indian-kanoon/crpc/section-437","","INDIAN KANOON SECTION 437 CrPC - Code of Criminal Procedure - When bail may be taken in case of non-bailable offence"
"1694812127-55","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 436A - Maximum period for which an under trial prisoner can be detained","https://lawrato.com/indian-kanoon/crpc/section-436A","Where a person has, during the period of investigation, inquiry or trial under this Code of an offence under any law (not being an offence for which the punishment of death has been specified as one of the punishments under that law) undergone detention for a period extending up to one-half of the maximum period of imprisonment specified for that offence under that law, he shall be released by the Court on his personal bond with or without sureties;

Provided that the Court may, after hearing the Public Prosecutor and for reasons to be recorded by it in writing, order the continued detention of such person for a period longer than one-half of the said period or release him on bail instead of the personal bond with or without sureties;

Provided further that no such person shall in any case be detained during the period of investigation inquiry or trial for more than the maximum period of imprisonment provided for the said offence under that law.","INDIAN KANOON SECTION 436A CrPC - Code of Criminal Procedure - Maximum period for which an under trial prisoner can be detained"
"1694812130-56","https://lawrato.com/indian-kanoon/crpc","The Code of Criminal Procedure, 1973 is the main legislation that provides for the procedure for the substantive criminal law in India. It extends to the whole of India except the State of Jammu and Kashmir.","CrPC Section 436 - In what cases bail to be taken","https://lawrato.com/indian-kanoon/crpc/section-436","","INDIAN KANOON SECTION 436 CrPC - Code of Criminal Procedure - In what cases bail to be taken"
